,great,time,man,hand,day,men,eye,night,foot,place,moment,thought,light,long,water,hour,face,head,sea,strange,land,life,stood,captain,looked,turned,body,heard,heart,left,arm,earth,knew,red,black,surely,presently,door,set,maid,house,air,year,people,mind,sound,good,rock,lay,suddenly,room,uncle,tree,mighty,began,passed,voice,matter,dead,creature,martian,nautilus,white,wall,cried,mile,felt,professor,dark,ground,fear,told,work,small,green,death,asked,human,utter,love,hope,minute,slowly,lost,power,monster,save,darkness,fell,sun,sight,city,sir,open,animal,close,point,road,replied,silence
moment,-3.019825044570041,-2.0429525626433223,-3.135211070495311,-3.005529022973637,0.0,-1.828477734904156,-2.0630332246583514,-3.3370035218641854,0.0,-3.2650671953891575,-2.6446682981027485,-0.27453732985206347,-2.0996669536376436,-3.095454702350729,-4.026330341695909,-3.991996609666786,-1.3811212985378953,-2.257546613419363,0.0,-3.7826376581631207,-3.738298119152385,-3.7091885305226646,0.7539234346025815,-0.6757224542466085,-1.0699196102435915,-1.0545716459101555,-3.590491523694793,-1.997525146461817,0.0,-3.5602452368266726,-2.495651710318672,0.0,-2.4655047468562628,-2.4457865122417575,-2.4435788682901056,0.0,-3.4324896896282997,-1.4055226420280302,-1.802297934914146,-2.3687640920179125,0.0,-3.3500275294363266,0.0,0.0,0.0,-2.3190518795324606,0.0,0.0,-3.2750340401482037,-1.6675485228009084,-1.244924529050257,-3.2063818527928634,0.0,0.0,-2.1801025279940145,-2.1774480745480367,-2.1774480745480367,0.0,0.0,-3.1315586760359775,-3.1122304151015556,-0.7903023202141933,-3.1066601570586094,-3.092639686743675,-0.47057319135977926,0.0,-1.0144806238181652,-3.0085190655794483,-2.0085190655794483,0.0,-1.3718633306767989,-2.9223624218297335,0.0,-2.8935395866639797,0.0,-2.8772745323011955,-2.854190919188154,-1.2659004007492438,-1.8307319463641656,0.0,0.0,0.0,-2.7965432601883387,-1.2081169041636108,0.0,-2.7791402139268935,-2.761524671009922,0.0,-2.732884622966021,0.0,-1.1223870301377272,-2.7073495308588833,-1.7036644840510273,-2.6925525289308028,0.0,-1.6624952950746228,0.0,-2.6510604000123394,-2.6510604000123394,0.6823939482560508
thought,-3.7085877653729242,-1.3573197686647078,-2.671970697853144,-4.54228865033147,-2.8993051966405883,-1.5578824402043854,-3.336758446182391,0.0,0.0,-3.2168643220258346,-0.27453732985206347,-4.133225052097259,-2.0514640802743207,-3.047251828987406,-2.9781274683325862,-3.943793736303463,-2.3329184251745727,-3.7943062407771966,0.0,-0.9270798627421936,-2.1051327450679063,-1.6609856571593413,-0.8499503886137888,-1.0425570801621293,-1.606679237601425,-1.2694031783806263,-3.54228865033147,0.05067772690150607,-1.5342847738196501,-2.5120423634633497,-3.447448836955349,0.0,-0.6099469514353361,0.0,0.0,-1.3909505465459877,-1.799324315543821,-3.3573197686647074,-1.754095061550823,-1.7355987179334338,-2.3112233540752536,-2.3018246560730042,-3.2947352312866847,-3.282841552705431,0.04147708960692565,-1.6858865054479817,-3.2636053338425137,0.0,-1.641868666063725,-0.2043081501587416,-2.1967216556869342,-1.5732164787083844,-3.1477246217923742,0.0,-3.1318996546306916,-2.129245201184714,-3.129245201184714,-2.1185782761328573,-2.0915607254943778,-1.4983933019514986,-1.4790650410170767,-3.0640275417382328,0.0,0.0,-3.0073328187176127,0.0,-2.9662777504548425,0.0,-1.9603161922161254,-2.939254576688296,-1.3236604573134763,-1.8741595484664106,0.0,-2.845336713300657,-1.8420983392341124,-2.8290716589378726,0.0,-1.802660028107077,-2.7825290730008425,-2.775755844405416,-1.1668334447400788,-2.751795945461235,-2.748340386825016,-0.4229484366340818,-1.7344347847997978,-2.7309373405635706,-1.128359296925443,0.0,-2.684681749602698,0.0,-2.6591466574955605,0.0,-2.6554616106877047,-2.64434965556748,-2.621865641416101,0.0,0.0,0.0,0.0,-2.591331273267989
light,-1.6268267935499863,-2.275558796841769,0.0,-2.460527678508532,-0.5951518034812023,-4.283476390439051,-0.7955658557221559,-3.2070396766779243,-4.151264687264762,-1.5501408494817404,-2.0996669536376436,-2.0514640802743207,-1.9697031084513825,-2.9654908571644683,-1.5744384016222852,-1.5401046695931624,-0.8361199540727906,-3.712545268954258,-1.6973854617832522,0.15468110908074484,-0.80097935190852,-2.5792246853364036,-3.5755443388484545,0.0,-3.5249182657784868,-3.5095703014450508,-3.460527678508532,-3.452523801996712,-3.452523801996712,-1.8453188909192555,0.0,-2.337715272904339,-3.3355409016700017,0.3846170510855957,-1.3136150231038448,0.0,-2.3025258444420387,-2.275558796841769,-1.6723340897278849,-3.2388002468316515,-3.2294623822523154,-1.6351011835289098,-3.2129742594637465,-3.201080580882493,0.0,-3.1890880343461996,-0.5968818612984195,0.0,-3.1450701949619426,-0.31519225627819897,-3.114960683863996,0.0,0.0,-3.0554329824772664,-1.0501386828077535,-1.0474842293617754,-3.047484229361775,-1.4518548035887633,0.0,-3.0015948308497165,0.0,-1.3973040691941387,0.6082661888488075,-2.962675841557414,0.0,-1.884516778631904,-2.884516778631904,0.0,-1.2935927196720312,0.0,0.0,0.0,0.0,-0.7635757414777186,0.04701755464642985,0.0,0.0,0.0,-2.7007681011779043,-2.693994872582478,-2.670034973638297,-2.670034973638297,-1.6665794150020776,-2.663115559698506,-1.6526738129768594,0.0,-2.631560825823661,-0.6065320313321386,0.7190073171076026,-1.5956710387003719,-2.5773856856726223,-1.5773856856726223,0.0,0.0,0.0,0.0,0.06386594589507774,-2.5210965548260784,0.0,0.0
long,-3.622614542263072,0.7541885465522828,-2.5859974747432912,-2.456315427221617,-1.0763663793645295,-2.6943016384309804,-1.928857128185176,-0.8808993305036473,0.8071438744090276,-3.130891098915982,-3.095454702350729,-3.047251828987406,-2.9654908571644683,-1.6393505109901911,-2.3071917445015773,0.049070082414907915,-3.831907702785876,-1.7083330176673437,-2.693173210496338,-2.648461561689945,-2.60412202267921,-0.7676575119918847,-1.5713320875615404,-3.541546357773433,-1.1987779196042097,-3.5053580501581365,-0.28639042577930485,-2.4483115507097972,-2.4483115507097972,-1.841106639632341,-0.5541206917878921,-3.333503021617424,0.0,-0.9896823208812193,-0.5020478497593264,-3.3049773234361353,-1.2983135931551242,0.0,-3.2530843391621267,-3.234587995544737,0.0,0.0,1.4350941815978926,-1.1968683295955784,-1.194477782170584,-2.1848757830592853,-2.1776321107326613,-1.170351884816503,-0.1408579436750286,-3.1183349270488887,-1.1107484325770813,-3.0722057563196876,-1.0617513986825216,-2.0512207311903516,-3.045926431520839,-0.458309477353705,0.0,0.0,-0.6836594074971626,-1.9973825795628017,-0.9780543186283802,-0.39309181790722414,-0.972484060585434,-2.9584635902704997,-1.336397094886604,-0.8803045273449895,-2.8803045273449897,0.0,-0.8743429691062726,0.0,0.0,0.0,-2.7722447814875366,-2.759363490190804,0.0,0.0,-1.7200148227149787,-1.1317243042760683,-1.69655584989099,0.0,0.0,-2.665822722351382,-1.6623671637151631,-2.6589033084115914,0.0,-2.6449641174537177,0.0,-1.602319780045224,0.0,-2.5914587874134574,-1.5731734343857076,-2.5731734343857076,-2.569488387577852,0.0,-1.5358924183062481,-2.5283191986014475,-2.5168843035391637,-2.5168843035391637,-0.9319218028180077,0.6645669512841763
water,-1.4380129641883153,-2.687649012070276,-2.931910613367315,-2.802228565845641,-3.3291701135970717,0.0,0.0,-4.133703064736189,-1.2705731532654232,-2.4768042375400054,-4.026330341695909,-2.9781274683325862,-1.5744384016222852,-2.3071917445015773,-2.2380673838467566,-2.203733651817634,0.0,-3.639208657012523,-0.8166939277839134,-3.5793372010351248,-2.5349976620243893,-3.5058880733946687,0.0,0.0,0.0,0.0,-1.0652629716794346,-2.379187190054977,0.0,0.0,0.0,-3.2643786609626035,0.0,-1.2424860551137618,0.0,0.0,-3.2291892325003038,0.0,-2.183959978507306,-2.165463634889917,0.0,0.4382354284128252,0.0,0.0,-3.125353421515764,-1.115751422404465,-3.1085077500778406,-0.5162650234405265,-1.4867710822990519,-3.0492105663940685,0.0,-3.0030813956648674,-2.992627038027701,0.0,-1.9768020708660188,0.0,-2.9741476174200407,-2.9634806923681842,0.0,0.0,0.0,-1.90892995797356,0.0,-2.889339229615679,-0.8522352349529397,-2.811180166690169,-0.48925207180280655,0.0,-0.8052186084514524,-2.7841569929236227,0.0,0.0,0.0,0.0,-0.6870007554694394,0.0,-1.6508904620601583,0.0,-2.62743148923617,0.0,0.0,-2.596698361696562,-0.5932428030603427,-2.589778947756771,-2.5793372010351248,-2.5758397567988975,0.0,0.0,-0.5295841658380249,-1.522334426758637,-2.5040490737308874,-2.5040490737308874,0.0,-0.9042895710816505,0.0,-1.4591948379466269,0.0,0.0,-1.4477599428843437,0.0
hour,0.38773414602939005,-3.975243374928516,-3.482539382059348,-4.352857334537674,-0.7098738808467928,-4.175806046468193,-4.147327130388596,-1.2920144106494629,0.0,-4.027433006232039,-3.991996609666786,-3.943793736303463,-1.5401046695931624,0.049070082414907915,-2.203733651817634,-0.2949308018723704,-2.728449610101933,0.0,-2.004752617091239,-2.545003469006002,-2.5006639299952664,-2.471554341365546,0.0,-2.43808826508949,0.0,-2.401899957474193,0.0,-1.7598909573046984,0.0,-1.322611047669554,-3.258017521161553,-2.230044928933481,0.0,0.0,0.0,-1.616556730031036,-0.6098929997500251,-3.1678884528709115,-3.1496262464781837,-0.5461674021396381,0.0,-3.1123933402792083,0.0,-2.093410236911635,-3.0910196894866413,-3.081417690375342,1.2477540768386446,0.0,-2.0373998509910853,-3.0148768343649457,0.0,-0.9687476636357447,-2.9582933059985783,-1.9477626385064088,-0.6205402439495336,1.7040423043838069,-2.939813885390918,-1.9291469603390619,-1.317166908979426,-2.8939244868788587,-2.8745962259444373,-0.8745962259444372,0.0,-2.855005497586556,0.0,1.545081660226316,0.0,0.0,-2.77088487642233,0.0,0.0,-1.6847282326726152,-0.08382418808243733,-0.3339773026194988,0.0,0.0,-2.6165567300310357,0.0,-2.593097757207047,0.0,0.0,0.0,-2.5589090710312203,0.0,0.0,-2.5415060247697747,-0.9389279811316474,-2.498861687361281,0.0,-2.4880006947295144,0.0,0.0,0.0,0.0,0.0,0.0,-2.413426210855221,-2.413426210855221,-2.413426210855221,0.0
face,-3.07820613989255,-2.627402469633419,-1.6492716495940098,-1.3269445241299398,-3.2689235711602143,-1.8279651411730966,0.1265131934627247,-2.0734565222993324,-2.01768153288617,0.0,-1.3811212985378953,-2.3329184251745727,-0.8361199540727906,-3.831907702785876,0.0,-2.728449610101933,0.5453907137493873,-1.5789621145756658,-3.5638023074046603,-0.9341281578771111,0.0,-3.4456415309578112,-0.6346062624122587,-2.4121754546817553,-1.3913351113998946,0.793937854375854,-1.3269445241299398,0.0,-2.31894064761812,0.0,-1.6471422100326627,-2.2041321185257465,-1.6169952465702537,-0.18223951267690433,0.2793997499120447,0.0,0.0,0.0,0.5767262820706434,-3.1052170924530595,0.0,0.0,0.0,-2.067497426503901,0.0,0.0,0.0,-3.0409809817248257,-2.0114870405833507,-2.988964023957211,-2.9813775294854037,-1.9428348532280102,-2.9323804955908437,-1.9218498280986742,-1.9165555284291618,-2.9139010749831833,-2.9139010749831833,0.0,-0.5542885044054852,-2.868011676471124,-1.2637209148155466,0.0,1.8573265606473357,-2.829092687178822,0.0,0.0,-2.750933624253312,-2.7449720660145953,-0.160009565293439,0.0,-1.1083163311119462,0.0,0.0,-1.6299925870991265,-2.6267542130325823,-0.6137275327363424,0.0,-0.2653878070181843,-1.5671849467993124,0.0,0.0,-1.536451819259705,-1.5329962606234855,-2.529532405319914,0.0,-0.9306307136408843,-1.497977671445069,0.0,-1.4693376234011677,-0.8771253836006238,0.0,-2.44380253129403,0.0,-0.8440430286447935,0.0,0.40840662654783433,-2.3875134004474865,0.0,0.0,-1.3759871470664586
head,-1.4951998361367205,-2.8257558794022493,-2.0111237916457188,-1.8814417441240447,0.0,-4.026318550941927,-0.8279146334200161,-2.3649193364596437,-0.8941068477676375,0.0,-2.257546613419363,-3.7943062407771966,-3.712545268954258,-1.7083330176673437,-3.639208657012523,0.0,-1.5789621145756658,-3.4553874294571334,0.0,-3.395515973479735,-3.3511764344689996,0.0,-1.733423998630174,-1.7036382688420668,-1.2677604262813622,1.0695156329394364,-0.6184073382902512,0.0,-3.1953659624995874,-2.1731235521432875,-2.1085300256352864,0.0,-3.0783830621728776,0.0,-0.24910226154911633,-2.052031735225925,-2.045368004944914,0.0,-3.0001387509519164,0.0,0.0,-1.9629058447529413,0.0,-0.9439227413853684,-1.941532193960374,0.0,0.0,-2.917406296606293,-1.8879123554648183,0.0,0.0,-0.8192601681094777,-1.8088058104723115,-0.7982751429801418,0.014374078746975005,-1.2053638891434948,-2.790326389864651,0.0,-2.752641914174315,-0.744436991352592,-2.72510873041817,0.0,-1.719538472375224,-1.7055180020602896,-2.66841400739755,0.0,0.0,0.0,0.0,-2.600335765368233,-1.5697041467145696,-0.2133126422589857,0.0,-2.506417901980594,0.0,-2.49015284761781,-2.467069234504769,-0.4637412167870144,0.0,0.0,0.0,0.0,0.39793334655265106,0.17900478051977453,-2.395515973479735,-2.392018529243508,0.0,-2.349374191835014,-0.023834843395272854,0.0,-2.3202278461754977,0.0,-1.3165427993676417,0.0,0.0,-1.2753736103912374,-0.6789762146077979,0.0,-2.263938715328954,-2.252412461947926
sea,-0.13211672554540801,-4.8105960722312435,0.0,-4.188210031840401,-2.54522657814952,-4.01115874377092,-2.3977173269701666,0.0,-2.2939845398754755,-2.862785703534766,0.0,0.0,-1.6973854617832522,-2.693173210496338,-0.8166939277839134,-2.004752617091239,-3.5638023074046603,0.0,-0.25514281367280933,-1.795393665587573,-1.7510541265768376,0.0,-3.3032266921803246,-1.6884784616710609,-2.252600619110356,-3.2372526547769205,-3.1882100318404016,-1.5952436546074253,-2.1802061553285816,-3.1579637449722813,0.0,-3.0653976262362086,0.0,1.6003511693873584,-3.0412973764357143,-3.0368719280549192,-2.0302081977739084,0.0,0.0,0.0,0.0,-1.9477460375819355,-2.940656612795616,-2.9287629342143626,0.0,-2.9167703876780693,0.0,-2.9022464894352873,-0.8727525482938127,-1.850229531667673,0.0,-2.804100360938472,0.0,-0.7831153358091362,-1.7778210361396232,-2.775166582693645,-2.775166582693645,0.0,2.120498888124263,-1.729277184181586,-2.7099489232471643,0.459976078195148,-0.3824505703168559,0.0,-1.068291699505388,-1.6121991319637736,-2.6121991319637736,-1.0212750730039006,-1.606237573725057,0.0,-1.5545443395435639,-2.520080929975342,0.0,-1.4912580948095882,-0.4880197207430438,0.0,-2.4519094273337627,0.0,0.0,0.0,0.0,0.0,-2.3942617683339473,2.1941645876907803,0.0,-0.791896221351346,0.0,-2.3342143846640084,-0.7456406303904733,-2.323353392032242,-2.305068039004492,-0.7201055382833358,-1.3013829921966358,2.169160581560886,-1.2677870229250323,0.0,0.0,-1.2487789081579481,-1.2487789081579481,0.0
strange,-1.5728319039092564,-2.443956328537488,-1.6882179298345266,-4.143498383034009,-3.0854774300642833,-1.6445190000771654,-1.6160400839975673,-2.305047880482245,-3.834235391790239,-0.11763433658728131,-3.7826376581631207,-0.9270798627421936,0.15468110908074484,-2.648461561689945,-3.5793372010351248,-2.545003469006002,-0.9341281578771111,-3.395515973479735,-1.795393665587573,-3.3356445175023364,0.6155856171169174,-0.26219538986188023,-2.2585150433739316,-2.2287293135858244,0.0,0.0,0.0,-0.8135664116348262,-3.135494506522189,0.0,-1.0486585696578876,-3.0206859774298156,-3.0185116061954784,-1.9987933715809731,-1.4116232269081654,-2.9921602792485262,-0.9854965489675157,0.0,-1.9402672949745179,-2.9217709513571286,-0.9124330867777924,0.0,-2.895944963989223,-0.562123190520607,-1.8816607379829757,0.12794126112832352,-2.8648150665450522,-2.8575348406288943,-1.8280408994874198,-1.8055178828612803,0.0,0.0,-1.7489343544949127,-1.7384036870027433,-1.1481468866120743,-2.7304549338872524,-0.7304549338872521,-0.7197880088353963,-2.6927704581969163,1.5633619780683923,-0.6652372744407716,0.0,-1.6596670163978253,0.0,0.0,-2.567487483157381,-0.9825249824362248,0.0,0.0,0.0,-0.9248701900160149,-2.4753692811689496,0.0,0.0,-2.443308071936651,0.0,0.0,0.0,0.938189289183981,0.0,-2.3530056781637736,0.0,-1.3495501195275543,0.0,0.4717104045552678,-0.747184572544953,-0.7295690296279816,-0.28950273585761527,-2.2858914823052365,-1.2786417432258486,-0.26035639019809925,0.0,0.0,0.0,-0.6381128733974835,-2.2155021544138385,0.0,-2.2040672593515556,-2.2040672593515556,-0.19254100597052762
land,-2.5284923648985216,-2.7215448844141155,-2.2288408915449476,-2.5141963433021175,-1.7192097961661859,-2.3371450552326363,-2.8936286398741946,2.754241999994462,-2.789895852779504,-2.188772014996482,-3.738298119152385,-2.1051327450679063,-0.80097935190852,-2.60412202267921,-2.5349976620243893,-2.5006639299952664,0.0,-3.3511764344689996,-1.7510541265768376,0.6155856171169174,-3.246965439480866,-1.632893350129989,-2.2141755043631965,-0.014464773132776576,-2.1635494312932284,0.0,-3.0991588440232736,-2.0911549675114536,-3.0911549675114536,-3.068912557155153,0.0,-2.97634643841908,-1.9741720671847436,0.0,0.0,-0.362858239516635,-2.9411570099567803,0.0,-2.8959277559637826,0.0,-2.868093547767057,-0.536766754877445,0.0,0.0,-1.8373211989722402,-2.8277191998609412,-1.8204755275343172,0.0,-0.7837013604766844,-0.43925024896318243,0.0,0.0,0.0,-1.109101647270852,0.0,-2.686115394876517,-1.1011528941553608,0.0,0.0,0.0,0.0,-2.6208977354300367,1.192027444670514,0.0,0.24315190964818778,-2.5231479441466456,-2.5231479441466456,-2.5171863859079284,1.0677761148132274,-2.4961247703800993,-2.465493151726436,-0.846067241437058,-0.8301256975680364,0.0,-2.398968532925916,-2.385941852629676,-0.04093014462927239,-2.3595302217988805,-2.339399266692646,0.0,-2.3086661391530385,0.0,0.0,-0.30174672521324775,-2.291304978491601,-2.287807534255374,-0.2701919913384025,0.0,0.0,0.0,0.7839831488126363,-1.2160168511873637,0.5950231176780963,-0.6162573485381272,-2.1787358351079043,0.0,-2.15972772034082,0.0,1.4252347803803362,0.0
life,-1.6513858697138506,-2.370507200897032,-0.49929158477413454,-4.070049255393553,-3.0120283024238272,-2.3080354666029153,-2.8645190512444736,0.0,0.0,-2.744624927087917,-3.7091885305226646,-1.6609856571593413,-2.5792246853364036,-0.7676575119918847,-3.5058880733946687,-2.471554341365546,-3.4456415309578112,0.0,0.0,-0.26219538986188023,-1.632893350129989,-1.603783761500268,-2.1850659157334755,-3.1552801859453683,0.0,0.0,-1.4850867546723967,-3.0620453788817326,-3.0620453788817326,-3.039802968525432,0.0,-0.13988192773175542,-2.9450624785550223,0.0,-2.9231365999888657,0.0,-2.9120474213270597,0.0,-2.866818167334062,-2.8483218237166725,0.0,0.0,-1.2375333356276113,-2.8106021577675135,0.0,-1.7986096112312204,-1.7913659389045962,-2.784085712988438,-1.1696292711258074,-2.732068755220824,0.0,0.0,0.13186969520314742,-2.664954559362287,-1.0746977589716182,0.0,-2.6570058062467963,0.0,-0.6193213305564602,0.0,-2.5917881468003157,0.0,-1.5862178887573692,0.0,-2.535093423779695,0.0,-1.4940383555169248,0.0,-2.488076797278208,0.0,-2.4363835630967148,-2.401920153528493,-2.3859786096594715,-0.7881348176415833,-1.369858944296195,1.102599354637342,0.0,0.8395043682731528,0.0,-0.3035164494674986,-1.2795565505233173,-2.2795565505233175,-0.6911384911659425,0.04929095830383571,-0.26219538986188023,-1.258697945625653,0.5662725193489223,-2.2160536082171594,0.0,0.0,0.0,-0.18690726255764284,-2.1832222157497867,-2.1721102606295624,1.5508134716629087,0.0,-2.130618131711099,0.0,0.0,-2.1190918783300714
stood,-1.0102756026106103,-1.5188299478541334,-1.196050956427278,-0.6069372902683068,0.0,-0.42988600219882606,-1.2758762040353688,-3.8128809070749963,-2.172143416940678,-2.740944580599969,0.7539234346025815,-0.8499503886137888,-3.5755443388484545,-1.5713320875615404,0.0,0.0,-0.6346062624122587,-1.733423998630174,-3.3032266921803246,-2.2585150433739316,-2.2141755043631965,-2.1850659157334755,-3.181385569245527,-3.1515998394574196,-0.8088314012881962,-1.5304490311209669,-3.066368908905604,-3.0583650323937843,-0.7364369375064216,-3.0361226220374835,-1.3865665948083268,-1.9435565033014108,-2.9413821320670737,-1.9216638974525686,-1.334493752779761,0.0,-1.908367074839111,-0.5594719323514789,0.0,-0.037286555171119645,0.7496588880717686,0.0,-2.8188154898608184,-1.2219593105584088,0.0,-1.7949292647432717,-2.787685592416648,-0.4584772716131271,0.0,-1.1434259080117193,-0.7208019142610682,-2.6822592380036743,-1.086842379645352,-1.0763117121531824,0.0,0.0,0.0,-2.6426585347069915,-2.615640984068512,-2.6074360612467884,-2.588107800312367,0.0,0.0024249584517351905,-0.9835545712333301,0.0,-1.4903580090289763,-2.4903580090289763,-2.484396450790259,-2.484396450790259,-2.4633348352624296,-2.4327032166087665,0.0,0.0,-1.3694169718747908,-1.3661785978082464,-2.353151917512007,0.0,-2.3267402866812112,-2.3066093315749767,-2.29983610297955,-0.6909137033142129,0.724123795964631,-2.27242064539915,-1.2689567900955785,0.0,-1.2550175991377046,0.0,-1.212373261729211,-1.208762008176832,0.0,0.0,-2.1832269160696947,0.0,-0.5834674134204577,0.0,-0.5534101795642778,0.0,0.0,0.0,0.6919433902154811
captain,-2.4659166999927447,-3.6589692195083385,-4.166265226639171,-2.0365831791174966,-1.3935997254266153,-1.8595318910480159,-2.2460904742472616,0.0,0.0,0.0,-0.6757224542466085,-1.0425570801621293,0.0,-3.541546357773433,0.0,-2.43808826508949,-2.4121754546817553,-1.7036382688420668,-1.6884784616710609,-2.2287293135858244,-0.014464773132776576,-3.1552801859453683,-3.1515998394574196,-3.1218141096693124,-1.1009737663874515,-0.763697707166653,0.0,-1.4436168018845206,-3.0285793026056766,-1.4213743915282202,0.0,0.0,-1.9115964022789664,0.0,-1.8896705237128097,0.0,-2.878581345051004,-0.5296862025633716,-2.8333520910580057,0.0,0.0,0.0,0.0,0.0,-2.7747455340664637,-2.7651435349551643,-2.7578998626285403,0.0,-2.7211256955709073,-0.698602678944768,0.1163387375846431,0.0,0.0,0.0,-1.6261941834167184,-1.038577229249584,-1.038577229249584,0.0,0.0,-2.577650331458681,0.0,-0.9733595698031035,0.0,0.0,-1.5016273475036395,-2.460572279240869,-1.4605722792408689,-0.45461072100215194,-2.454610721002152,0.0,-0.8179549860995028,-0.36845407725243734,0.0,0.0,0.0,-1.3233661877238994,1.284679926110298,0.0,0.0,0.0,0.0,-2.2460904742472616,0.0,-2.239171060307471,0.0,0.0,0.0,0.0,-2.1789762783887245,-2.171726539309337,0.0,0.0,0.850243860526269,-0.5536816836323505,0.0,-2.1085869504973265,-2.097152055435043,-2.097152055435043,3.1123013101939065,-2.0856258020540155
looked,-3.1820419508770903,-2.316200781339115,-1.5604623826361539,-4.015742835835636,0.0,-1.5167634528787926,-0.10977291354546491,0.0,-1.706479844591866,-1.6903185075300007,-1.0699196102435915,-1.606679237601425,-3.5249182657784868,-1.1987779196042097,0.0,0.0,-1.3913351113998946,-1.2677604262813622,-2.252600619110356,0.0,-2.1635494312932284,0.0,-0.8088314012881962,-1.1009737663874515,-2.080133423105591,-0.25743053671455063,-3.0157428358356357,0.0,0.0,0.0,-1.9209030224595147,0.0,-1.8907560589971057,-0.5491097294952378,-1.2838676797097928,-1.8644047320501536,-0.0503860797115388,-1.2458114534477172,0.0,-2.7940154041587557,-1.7846775395794194,-2.77527884157717,0.0,-2.7562957382095967,-2.753905190784603,-2.744303191673304,0.0,-2.7297792934305214,0.0,-0.6777623356629074,-0.6701758411911001,-0.046670664212550034,0.0,0.0,-2.6053538401348577,0.0,0.0,0.0,0.0,0.0,-2.537481727242399,0.0,-2.5319114691994526,0.0,-2.480787004221779,-2.4397319359590077,0.0,-2.433770377720291,-2.433770377720291,0.0,0.0,0.0,0.0,0.0,-2.315552524738278,0.0,0.0,-2.276114213611243,0.0,0.0,0.0,-2.225250130965401,0.5855603497284224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1178038410716455,0.0,0.0,-2.076311712153182,0.0,0.0,-0.47982295805099845
turned,-3.1666939865436543,-2.6227809118930416,-0.9601519175815614,-1.193039949444596,-2.9423739185324744,-2.238381082711563,0.9055750507879712,-2.7469068696715926,-2.69113188025843,0.0,-1.0545716459101555,-1.2694031783806263,-3.5095703014450508,-3.5053580501581365,0.0,-2.401899957474193,0.793937854375854,1.0695156329394364,-3.2372526547769205,0.0,0.0,0.0,-1.5304490311209669,-0.763697707166653,-0.25743053671455063,0.0,-1.0003948715022,-0.9923909949903801,-0.9923909949903801,-0.3851860839129235,-0.09820013606847487,-2.8775824658980067,0.0,-0.2707273593280084,-1.2685197153763565,0.0,-0.8423930374357069,-1.2304634891142814,-2.797163783442709,-2.7786674398253197,-2.769329575245983,0.0,-2.7528414524574147,-2.7409477738761607,-1.7385572264511668,-2.728955227339868,-2.721711555013244,-2.714431329097086,-1.6849373879556109,1.3375856286705288,-2.6548278768576643,-1.6162852006002706,-2.6058308429631043,0.0,-2.5900058758014217,-1.0023889216342876,0.0,-0.9917219965824314,-0.5496669466651078,-2.5414620238433843,0.0,0.0,-0.9316010041448607,-2.502543034551082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.316324225768119,0.0,-1.3002045604048424,0.0,-2.2640942669955613,0.0,-2.2406352941715726,0.0,0.0,-2.209902166631965,1.1154814868916167,0.0,0.0,0.0,0.0,-2.1463992243258065,0.0,-2.13553823169404,0.0,0.0,0.0,-2.10245587673821,-1.0799718625868306,-2.07239864288203,0.0,-2.0609637478197467,-2.0609637478197467,-2.0494374944387186
body,-0.45468635088470605,0.0,-1.4960717953661988,-2.9513522485656813,-3.8933312955959556,-1.1893384597750443,-2.7458220444166024,-3.6978642467350737,-3.6420892573219112,0.0,-3.590491523694793,-3.54228865033147,-3.460527678508532,-0.28639042577930485,-1.0652629716794346,0.0,-1.3269445241299398,-0.6184073382902512,-3.1882100318404016,0.0,-3.0991588440232736,-1.4850867546723967,-3.066368908905604,0.0,-3.0157428358356357,-1.0003948715022,-1.9513522485656811,0.0,-0.9433483720538611,-2.921105961697561,-1.271549934468404,-2.828539842961488,-2.826365471727151,-1.8066472371126459,0.0029153288966103125,-1.2150516440590429,0.0,0.0,-0.16315865978503416,0.0,0.0,-2.7108882543072155,-1.7037988295208957,0.0,-2.689514603514648,0.0,-2.672668932076725,-1.6653887061605668,1.171460157038512,-1.6133717483929524,0.0,0.0,-2.556788220026585,0.0,0.0,-1.5383087994189246,0.0,-2.5276418743670686,2.499375676271411,0.0,-1.4730911399724442,0.0,0.5324791180705021,-2.4535004116145633,0.0,0.0,-2.3753413486890533,-2.3693797904503366,-1.3693797904503364,-2.3483181749225066,0.0,-2.283223146700622,0.0,-0.6694378108137118,-0.6661994367471673,-1.238135257172084,0.0,0.595631295716316,-1.1915926712350535,-2.1848194426396272,0.0,0.0,-1.157403985059227,0.0,-2.1434983830340086,-1.1400009387977819,-2.1223853958808103,0.0,-2.0937453478369092,0.0,-1.0682102557297715,0.0,0.0,-1.053413253801691,-1.030929239650312,0.29857207494185145,0.0,-1.0119211248832276,0.0,0.0
