,great,time,man,hand,day,men,eye,night,foot,place,moment,thought,light,long,water,hour,face,head,sea,strange,land,life,stood,captain,looked,turned,body,heard,heart,left,arm,earth,knew,red,black,surely,presently,door,set,maid,house,air,year,people,mind,sound,good,rock,lay,suddenly,room,uncle,tree,mighty,began,passed,voice,matter,dead,creature,martian,nautilus,white,wall,cried,mile,felt,professor,dark,ground,fear,told,work,small,green,death,asked,human,utter,love,hope,minute,slowly,lost,power,monster,save,darkness,fell,sun,sight,city,sir,open,animal,close,point,road,replied,silence
heard,-2.6946099878164715,-1.2438063175573404,-4.073030419575535,0.0,-2.885327419084136,-3.76629708398438,0.0,-1.6898603702232535,-2.049122880088935,0.0,-1.997525146461817,0.05067772690150607,-3.452523801996712,-2.4483115507097972,-2.379187190054977,-1.7598909573046984,0.0,0.0,-1.5952436546074253,-0.8135664116348262,-2.0911549675114536,-3.0620453788817326,-3.0583650323937843,-1.4436168018845206,0.0,-0.9923909949903801,0.0,-2.935344495542041,-2.935344495542041,0.0,0.0,0.0,0.0,-2.798643360600826,-2.796435716649174,-1.7920102682683792,1.022008384070236,0.411545511055214,0.0,0.0,-1.7122830757976448,-2.702884377795395,0.0,-0.3619731795404597,0.0,2.7204086948872317,-2.664665055564905,-2.657384829648747,-1.042928387786116,1.0950718462599596,-2.5977813774093255,-1.5592387011519317,0.0,0.0,0.0,0.0,2.1701347952339876,0.0,0.0,-1.4844155243950456,-1.4650872634606242,0.0,0.0,0.0,0.0,-1.3673374721772331,0.0,-1.3613759139385164,-2.3613759139385166,-2.3403142984106866,0.0,-2.275219270188802,-2.2592777263197803,0.0,-2.2431580609565036,-2.230131380660264,0.0,-2.2037197498294683,-2.1835887947232338,-2.1768155661278072,-1.152855667183626,-2.1528556671836263,0.0,0.0,0.0,0.0,-2.1143815193689903,-2.089352724877468,-1.085741471325089,0.0,0.0,-2.0602063792179517,-2.0565213324100955,0.0,-1.022925363138492,0.0,-2.003917248371408,-1.0039172483714078,0.0,-0.9923909949903801
heart,-3.1096474870953155,0.0,-1.7511023246881727,0.0,0.0,-2.76629708398438,0.0,0.0,0.0,0.0,0.0,-1.5342847738196501,-3.452523801996712,-2.4483115507097972,0.0,0.0,-2.31894064761812,-3.1953659624995874,-2.1802061553285816,-3.135494506522189,-3.0911549675114536,-3.0620453788817326,-0.7364369375064216,-3.0285793026056766,0.0,-0.9923909949903801,-0.9433483720538611,-2.935344495542041,-2.935344495542041,-2.913102085185741,0.0,0.0,-0.23339909449417512,-2.798643360600826,0.0,0.20798973173162086,-1.7853465379873679,-2.7583794903870986,-0.15515478327321422,-1.7216209403769809,0.0,-2.702884377795395,-2.695794953009076,0.0,-1.681510727002828,0.0,0.0,0.0,-2.627890888507272,0.0,0.0,0.0,0.0,-2.5382536760225958,-2.532959376353083,0.0,-2.5303049229071046,-2.5196379978552486,-0.9076579464956127,0.0,0.0,-2.465087263460624,0.0,0.0,0.0,-2.3673374721772333,-0.782374971456077,0.0,0.0,0.0,0.01224541513033908,-2.275219270188802,0.0,0.0,0.0,0.0,-2.2070477675472224,0.9662052516128443,-0.5986262940020775,-0.5918530654066513,0.0,-2.1528556671836263,0.0,0.0,-2.135494506522189,-2.1319970622859614,-0.5294190186478341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.003917248371408,0.0,0.0,0.0
left,-2.350439482572809,-1.22156390720104,-2.0507880092192345,0.4008221331898017,-1.541156913840473,-2.7440546736280798,-2.715575757548482,-2.6676179598669534,-2.6118429704537913,-3.5956816333919255,-3.5602452368266726,-2.5120423634633497,-1.8453188909192555,-1.841106639632341,0.0,-1.322611047669554,0.0,-2.1731235521432875,-3.1579637449722813,0.0,-3.068912557155153,-3.039802968525432,-3.0361226220374835,-1.4213743915282202,0.0,-0.3851860839129235,-2.921105961697561,0.0,-2.913102085185741,0.0,0.4956619465659228,-1.7982935560933677,-2.7961191848590308,-2.7764009502445255,-1.7741933062928736,-2.7697678579120786,-0.4411760327437053,-0.4142089851434359,0.0,0.0,-1.6900406654413445,-2.6806419674390947,0.0,-1.6616588640715217,-2.6592683166465276,0.0,-1.6424226452086046,-1.6351424192924466,-2.605648478150972,-0.9981629608036761,0.8838926515842721,-2.5369962907956314,-1.526541933158465,-2.516011265666295,-2.5107169659967825,-1.5080625125508043,0.0,-1.4973955874989484,-2.4703780368604686,-2.462173114038745,-2.4428448531043236,-1.4428448531043236,0.0,-0.42325412474644286,0.0,-2.345095061820933,0.0,0.0,-1.3391335035822163,-2.3180718880543862,-1.2874402694007232,-2.2529768598325015,0.0,-0.6391915239455914,-2.2209156506002032,-0.6229264695828073,-2.184805357190922,-1.181477339473168,0.0,0.0,0.0,-1.1306132568273257,-2.1271576981911067,-2.123693842887535,-1.1132520961658885,-0.524792151208505,0.0,-2.0671103145211673,0.0,-2.0562493218894007,-2.0379639688616513,-0.45300146814049513,0.0,0.7841879551240334,0.0,-1.9931097330773908,0.0,-0.3967123372939512,0.0,-1.9701485846340796
arm,-3.0228115502310144,-2.4788984755804018,-1.986194482711234,-1.049157513131956,0.0,0.0,-1.6509822310404814,0.0,-2.5472494439457902,-3.531088106883925,-2.495651710318672,-3.447448836955349,0.0,-0.5541206917878921,0.0,-3.258017521161553,-1.6471422100326627,-2.1085300256352864,0.0,-1.0486585696578876,0.0,0.0,-1.3865665948083268,0.0,-1.9209030224595147,-0.09820013606847487,-1.271549934468404,0.0,0.0,0.4956619465659228,0.0,0.0,0.0,0.0,0.0,-2.705174331404078,-1.698510601123067,-2.6715435535227976,0.3467186528699308,-1.0498225027915236,0.0,-1.6160484409310942,-2.6089590161447744,0.0,0.0,0.0,0.0,-2.5705488927844455,0.0,-0.9335694342956755,0.0,-0.8874402635664741,0.0,-1.4514177391582945,-2.446123439488782,-0.8585064853216473,0.0,0.0,0.0,0.0,-1.378251326596323,0.0,-0.7877185678322207,-2.3586605982384423,-2.3215566035757025,0.0,-2.2805015353129323,-1.2745399770742154,-2.274539977074215,-2.2534783615463856,0.0,-2.188383333324501,0.0,-2.1595604981587466,0.0,-1.1432954437959626,-2.1202118306829214,0.0,0.0,-2.0899796292635062,0.0,0.0,-2.062564171683106,0.0,-1.0486585696578876,0.0,-1.027545582504689,0.0,-1.9989055344607882,0.0,0.0,0.0,-1.9696853955457945,-0.9585734404255699,0.0,-1.92851620656939,0.0,0.0,0.0,0.0
earth,-2.9948389580029424,-2.128997788464967,-0.958221890483162,0.0,-1.7705188899917628,-0.3295604600046448,0.0,-2.5750518411308803,-3.519276851717718,-2.503115514655853,0.0,0.0,-2.337715272904339,-3.333503021617424,-3.2643786609626035,-2.230044928933481,-2.2041321185257465,0.0,-3.0653976262362086,-3.0206859774298156,-2.97634643841908,-0.13988192773175542,-1.9435565033014108,0.0,0.0,-2.8775824658980067,-2.828539842961488,0.0,0.0,-1.7982935560933677,0.0,-2.705727437357295,0.0,-2.683834831508453,-2.681627187556801,-2.677201739176006,0.0,-2.643570961294725,0.0,0.0,-2.5974745467052713,0.0,-0.9960239231955466,0.0,0.0,-2.5571001987991555,-2.5498565264725315,0.45742369944362626,0.0,-0.9055968420676033,0.0,-1.4444301720595583,-1.433975814422392,-1.4234451469302225,-2.41815084726071,0.0,0.0,-2.4048294687628755,-1.377811918124396,-1.3696069953026726,0.0,0.0,0.0,0.0,-2.2935840113476305,-0.6675664423637039,-2.2525289430848603,0.0,0.0,-2.2255057693183136,0.0,0.0,0.0,-2.1315879059306746,-2.1283495318641306,0.0,0.0,-2.088911220737095,0.0,0.0,0.0,-2.038047138091253,-2.0345915794550335,0.0,-0.4357234767086594,-2.0171885331935884,0.0,-1.9745441957850947,0.02906705776728416,-0.3787207024321717,0.0,-1.9453978501255784,0.0,0.0,-1.9081168340461188,0.0,-1.8891087192790346,0.0,-0.30414621855787843,-1.877582465898007
knew,-3.5776270874897613,-1.8637890113968365,-2.9560475192488247,-3.826365471727151,-3.768344518757426,-1.064351682936514,0.0,-2.5728774698965435,-3.517102480483381,-1.5009411434215156,-2.4655047468562628,-0.6099469514353361,-3.3355409016700017,0.0,0.0,0.0,-1.6169952465702537,-3.0783830621728776,0.0,-3.0185116061954784,-1.9741720671847436,-2.9450624785550223,-2.9413821320670737,-1.9115964022789664,-1.8907560589971057,0.0,-2.826365471727151,0.0,-0.23339909449417512,-2.7961191848590308,0.0,0.0,-2.701378694888621,-2.6816604602741156,0.0,-0.6750273679416687,0.5015613637816546,0.0,0.0,-1.6046380400502707,0.0,0.0,-1.5788120526823655,-1.566918374101112,-2.564527826676118,-1.554925827564819,-2.5476821552381947,-2.540401929322037,-2.510907988180562,-0.16645687666706005,0.0,-1.4422558008252213,0.0,-2.4212707756958856,0.0,0.0,-1.4133220225803946,-2.402655097528539,-2.375637546890059,-2.3674326240683357,-2.348104363133914,0.0,0.0,0.0,0.0,0.0,-2.250354571850523,-2.244393013611806,0.0,0.0,0.0,0.0,0.0,-2.129413534696338,0.0,-2.1131484803335536,-2.090064867220512,-2.086736849502758,-2.0666058943965235,-0.4748701650799411,-2.035872766856916,-1.0358727668569159,-2.032417208220697,0.0,-0.01851160619547859,0.0,-0.9973986190422802,0.0,0.0,-1.961508831918991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8869343480446977,-0.8869343480446977,0.0
red,-1.3879838514329437,-2.4290332775034877,0.8710256374232844,-2.806647237112646,-3.74862628414292,2.520151170461517,0.20623788909403726,-3.5531592352820383,-2.4973842458688758,-2.4812229088070104,-2.4457865122417575,0.0,0.3846170510855957,-0.9896823208812193,-1.2424860551137618,0.0,-0.18223951267690433,0.0,1.6003511693873584,-1.9987933715809731,0.0,0.0,-1.9216638974525686,0.0,-0.5491097294952378,-0.2707273593280084,-1.8066472371126459,-2.798643360600826,-2.798643360600826,-2.7764009502445255,0.0,-2.683834831508453,-2.6816604602741156,-2.6619422256596104,-0.6597345817079587,0.0,-0.6486454030461525,0.0,0.0,0.0,-2.5755819408564293,0.0,0.0,-2.547200139486607,0.0,0.0,-2.5279639206236895,-1.5206836947075313,-0.1692616586786942,-2.4686667369399173,0.0,0.0,-0.8271207078523937,-2.4015525410813803,-2.3962582414118674,-2.393603787965889,-1.3936037879658894,0.0,0.0,0.0,2.6716138714805915,-2.3283861285194085,0.48453905158114163,-2.308795400161528,-1.2716914054987887,0.0,-0.6456738365148617,-2.224674778997301,-2.224674778997301,-1.2036131634694713,0.0,-0.5535556345264304,0.0,-0.10969530008183243,2.2858604967634726,0.0,-0.485384131884851,0.0,0.0,0.0,0.0,-2.016154532242411,0.0,0.0,0.0,0.0,-0.39271788370661875,-1.9526515899362524,-0.3640778356627174,0.8655643247531183,0.0,-0.9235052442767361,0.0,0.0,-1.8862242281972765,-1.8786510084924755,-0.8672161134301923,-0.8672161134301923,0.0,0.0
black,-0.7483462868660005,-3.426825633551836,-0.027231045074149543,-2.219477092439838,-2.7464186401912687,0.37261169490848683,0.5710156124303974,-0.2290234964430241,-1.1732485070298615,0.0,-2.4435788682901056,0.0,-1.3136150231038448,-0.5020478497593264,0.0,0.0,0.2793997499120447,-0.24910226154911633,-3.0412973764357143,-1.4116232269081654,0.0,-2.9231365999888657,-1.334493752779761,-1.8896705237128097,-1.2838676797097928,-1.2685197153763565,0.0029153288966103125,-2.796435716649174,0.0,-1.7741933062928736,0.0,-2.681627187556801,0.0,-0.6597345817079587,-1.6575269377563069,0.0,0.0,-1.6194707114942315,-1.016246004380347,0.0,0.0,0.0,-0.9719236733950526,-2.544992495534955,0.0,-1.5329999489986619,0.0,-0.19654795586851725,-0.16705401472704245,-2.4664590929882655,0.0,0.0,-0.40987556462189806,-1.3993448971297286,0.0,-2.3913961440142377,-2.3913961440142377,-2.3807292189623817,-1.3537116683239017,0.0,0.0,0.0,1.2643542741963454,-2.306587756209876,-2.2694837615471366,0.0,0.0,0.0,-1.2224671350456495,-0.20140551951781976,-1.1707739008641562,0.0,0.0,0.0,-0.10424928206363629,-1.0912226017673965,0.0,0.0,-1.0446800158303666,0.0,0.0,0.0,-1.0104913296545397,-2.007027474350968,0.0,0.0,-1.975472740476123,0.04955605401539911,0.3750954024551404,-1.939582953352834,-1.9212976003250846,-1.9212976003250846,0.0,-0.3215380976758478,-1.8840165842456247,-0.2914808638196678,0.0,-0.8650084694785404,-0.8650084694785404,-1.8534822160975128
surely,-1.7439208384852052,-2.4224001851710404,-1.3447336915807169,-0.9926592227225949,-3.7419931918104736,-1.622962856710718,-2.59448394063112,-1.9615636422284353,-2.4907511535364293,-1.4745898164745637,0.0,-1.3909505465459877,0.0,-3.3049773234361353,0.0,-1.616556730031036,0.0,-2.052031735225925,-3.0368719280549192,-2.9921602792485262,-0.362858239516635,0.0,0.0,0.0,-1.8644047320501536,0.0,-1.2150516440590429,-1.7920102682683792,0.20798973173162086,-2.7697678579120786,-2.705174331404078,-2.677201739176006,-0.6750273679416687,0.0,0.0,0.0,-1.6420123107137057,0.0,-1.5967830567207077,1.6696408003402672,-0.5689488485239823,0.0,0.0,-2.54056704715416,-2.538176499729166,-2.528574500617867,-2.5213308282912426,-0.5140506023750845,0.0,0.0,0.0,0.0,0.0,-0.39491944874893337,0.0,0.0,-2.386970695633442,-0.7913412698604301,-1.3492862199431066,0.0,0.0,0.0,0.0,-2.302162307829081,-0.6800958124451854,0.0,0.0,-2.2180416866648542,-1.2180416866648542,0.0,-2.166348452483361,-0.5469225421939837,-2.115943499046118,-2.1030622077493857,0.0,-2.0867971533866014,0.0,-2.060385522555806,-1.0402545674495716,-0.4485188381329889,-2.009521439909964,0.0,-0.006065881273744664,-0.41763952524901704,-0.40719777852737027,-1.9886628350122995,0.6139152086258282,0.0,-1.942407244051427,0.0,0.0,-1.9168721519442893,0.0,0.0,-1.8795911358648298,0.0,0.0,-0.27562052037658946,0.0,0.0
presently,-1.7372571082041945,-3.41573645489003,-2.338069961299706,-2.793350414499188,0.0,-1.6162991264297073,-1.0028577096289533,-2.5398624126685805,-3.4840874232554184,-1.1459979913061902,-3.4324896896282997,-1.799324315543821,-2.3025258444420387,-1.2983135931551242,-3.2291892325003038,-0.6098929997500251,0.0,-2.045368004944914,-2.0302081977739084,-0.9854965489675157,-2.9411570099567803,-2.9120474213270597,-1.908367074839111,-2.878581345051004,-0.0503860797115388,-0.8423930374357069,0.0,1.022008384070236,-1.7853465379873679,-0.4411760327437053,-1.698510601123067,0.0,0.5015613637816546,-0.6486454030461525,0.0,-1.6420123107137057,0.0,-0.28645343794506306,0.0,0.01333951789884814,-1.5622851182429718,0.0,0.0,0.0,0.0,-0.9369482696156998,0.0,-2.5073868720940737,-2.477892930952599,-2.4553699143264596,0.0,-2.4092407435972585,-2.398786385960092,-2.3882557184679225,0.7869635826439026,-1.3803069653524316,-1.3803069653524316,0.0,-2.3426224896620957,-1.3344175668403726,-2.315089305905951,0.0,-1.3095190478630048,-2.29549857754807,-2.2583945828853307,0.0,-1.21733951462256,0.0,-2.2113779563838434,-1.1903163408560138,-2.1596847222023503,-1.125221312634129,-1.1092797687651073,0.0,0.0,0.0,-0.057049809992549404,0.0,-1.0335908371685605,0.0,0.0,-2.002857709628953,-0.9994021509927338,0.004061704310837904,0.0,-1.9819991047312886,0.0,-0.35439226660163864,0.0642564862295842,0.0,-1.9102084216632786,0.08979157833672141,0.0,-0.8954114197351981,0.0,-0.28039168515786184,-1.8539192908167346,-0.8539192908167346,0.0,-1.842393037435707
door,-0.9326824819403728,-3.38876940728976,0.0,0.0,0.0,-3.589332078829438,0.0,-2.512895365068311,-3.4571203756551485,0.0,-1.4055226420280302,-3.3573197686647074,-2.275558796841769,0.0,0.0,-3.1678884528709115,0.0,0.0,0.0,0.0,0.0,0.0,-0.5594719323514789,-0.5296862025633716,-1.2458114534477172,-1.2304634891142814,0.0,0.411545511055214,-2.7583794903870986,-0.4142089851434359,-2.6715435535227976,-2.643570961294725,0.0,0.0,-1.6194707114942315,0.0,-0.28645343794506306,-0.9964519845109997,0.0,0.0,-1.535318070642702,0.0,0.0,-2.5069362692728796,0.0,-2.4949437227365863,-2.4877000504099622,0.0,-2.4509258833523297,-1.4284028667261899,0.16414612846677332,0.0,0.0,-2.361288670867653,-2.35599437119814,-1.3533399177521621,0.0,0.0,-2.3156554420618263,0.0,-1.2881222583056815,0.0,0.0,-1.2685315299478006,-2.231427535285061,0.0,-2.1903724670222906,-2.184410908783574,-2.184410908783574,0.0,0.0,-2.0982542650338596,0.0,0.25249666501925705,0.0,0.0,-2.0300827623922797,0.0,0.0,0.0,0.0,-1.9758906620286834,0.34949299149489815,0.0,0.0,0.0,0.0,0.0,-1.9087764661701465,0.0,-1.8832413740630087,0.0,-1.8795563272551528,3.301480629307384,0.0,-0.2534246375575924,-1.826952243216465,0.0,0.0,0.0
set,-1.1774546813814384,-1.5631522788394279,-1.8778032080278642,-1.163158659785034,-2.1051377068153085,-1.249141777549347,-0.5425909563571115,0.0,0.14610433145873544,-3.422696832200555,-1.802297934914146,-1.754095061550823,-1.6723340897278849,-3.2530843391621267,-2.183959978507306,-3.1496262464781837,0.5767262820706434,-3.0001387509519164,0.0,-1.9402672949745179,-2.8959277559637826,-2.866818167334062,0.0,-2.8333520910580057,0.0,-2.797163783442709,-0.16315865978503416,0.0,-0.15515478327321422,0.0,0.3467186528699308,0.0,0.0,0.0,-1.016246004380347,-1.5967830567207077,0.0,0.0,0.0,1.0585687718918462,0.0,-2.507657166247724,-2.500567741461405,-2.4886740628801514,-0.901321014734001,0.0,0.0,-1.462157618101076,0.0,-2.410140660333462,-2.4025541658616545,-2.3640114896042608,-0.35355713196709426,-1.3430264644749248,-0.337732164805412,-2.3350777113594336,-2.3350777113594336,-0.3244107863075777,-1.297393235669098,0.0,-1.2698600519129533,0.0,-2.264289793870007,-1.2502693235550724,0.0,-2.1721102606295624,0.0,0.0,-2.1661487023908452,-2.1450870868630156,0.0,-2.079992058641131,1.520911985949047,-2.051169223475377,-1.0479308494088324,0.0,0.0,0.0,-0.9883615831755629,-1.9815883545801365,0.0,-0.9576284556359553,-1.954172896999736,0.0,0.0,0.0,0.0,-1.894125513329797,0.0,1.8171751974430619,-1.8649791676702805,0.0,0.0,0.0,-1.8276981515908208,-1.8201249318860202,0.0,0.0,0.0,0.0
maid,0.0,-3.3520108572796428,-2.274344363689319,-3.729624816888801,-2.6716038639190756,0.0,0.0,-3.4761368150581933,-2.420361825645031,-2.4042004885831654,-2.3687640920179125,-1.7355987179334338,-3.2388002468316515,-3.234587995544737,-2.165463634889917,-0.5461674021396381,-3.1052170924530595,0.0,0.0,-2.9217709513571286,0.0,-2.8483218237166725,-0.037286555171119645,0.0,-2.7940154041587557,-2.7786674398253197,0.0,0.0,-1.7216209403769809,0.0,-1.0498225027915236,0.0,-1.6046380400502707,0.0,0.0,1.6696408003402672,0.01333951789884814,0.0,1.0585687718918462,0.0,0.0,0.0,0.0,0.0,-0.8828246711166116,0.0,-2.4509415003998445,-0.8586987737625303,0.0,0.0,0.0,0.0,-1.3350607883497048,0.0,0.0,0.0,0.0,0.0,-0.6939343913305527,0.0,-2.251363708295564,0.0,-2.2457934502526173,0.0,-1.1946689852749435,0.0,0.0,0.0,0.0,0.0,-2.095959124591963,1.108429286418571,0.0,-2.0326728798579876,0.0,-2.0164078254952034,0.0,0.0,0.6150972611629828,-0.37812951024159086,0.0,0.0,-1.9356765533823466,-1.9322126980787753,0.0,0.0,-0.3156954634827739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21666608754747477,0.0,0.0,0.0,0.0
house,-1.3016235666297624,-1.7577104919791504,-3.849968999831139,0.0,-3.6622659993397395,-3.543235664239984,0.0,-1.881836449757701,0.0,0.0,0.0,-2.3112233540752536,-3.2294623822523154,0.0,0.0,0.0,0.0,0.0,0.0,-0.9124330867777924,-2.868093547767057,0.0,0.7496588880717686,0.0,-1.7846775395794194,-2.769329575245983,0.0,-1.7122830757976448,0.0,-1.6900406654413445,0.0,-2.5974745467052713,0.0,-2.5755819408564293,0.0,-0.5689488485239823,-1.5622851182429718,-1.535318070642702,0.0,0.0,0.0957408446679078,0.0,-2.4727335332646794,-0.8758773539622695,0.0,0.0,-2.4416036358205084,-2.4343234099043505,0.0,0.0,-2.374719957664929,-1.3361772814075352,0.25923957695078736,-0.7302297555570428,-0.7249354558875303,-1.3072435031627083,0.0,0.0,0.0,-1.2613541046506491,0.0,0.0,0.08547250921408102,-0.6374726146371905,0.0,-1.1442760524328368,0.0,-2.13831449419412,-0.553351993472964,-2.11725287866629,0.0,0.0,0.0,-1.0233350152786516,-1.020096641212107,-0.42210746019471135,-1.9839863478028261,0.0,-1.9605273749788372,-1.953754146383411,-1.9297942474392296,0.0,0.0,0.0,0.0,0.0,-0.8913200996245938,0.0,0.0,-1.8554303125013047,0.0,-0.2521824587523989,0.0,0.0,0.0,0.0,0.0,-1.7808558286270113,0.0,2.985557926917485
air,-2.140221775182463,-2.7483117939769004,-3.840570301828889,-3.7108882543072155,-2.6528673013374897,-3.5338369662377342,0.0,0.12756224824454854,-1.4016252630634454,-3.38546392600158,-3.3500275294363266,-2.3018246560730042,-1.6351011835289098,0.0,0.4382354284128252,-3.1123933402792083,0.0,-1.9629058447529413,-1.9477460375819355,0.0,-0.536766754877445,0.0,0.0,0.0,-2.77527884157717,0.0,-2.7108882543072155,-2.702884377795395,-2.702884377795395,-2.6806419674390947,-1.6160484409310942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.507657166247724,0.0,0.0,-1.4704242600487492,0.0,0.0,0.0,-0.8544861094237268,-2.4322049378182586,0.0,-0.81046827003947,-2.3729077541344865,0.0,0.0,0.0,0.0,-2.300499258606437,0.0,0.0,0.0,0.0,0.0,-2.232627145713978,-0.6476646449928218,0.0,0.0,0.0,0.0,-2.134877354430587,-2.1289157961918703,-0.5439532954707144,-1.1078541806640407,0.0,-1.0427591524421558,-2.0268176085731344,0.0,0.0,0.0,-1.9745876498005765,-0.9712596320828223,-1.9511286769765879,0.0,0.0,0.0,0.0,0.0,0.0,-1.8995369445393155,0.0,0.0,-0.8532813535784429,0.0,-1.8277462614713056,-0.8277462614713056,0.0,1.3569757418990873,0.0,0.0,0.0,0.0,-1.7714571306247615,0.0
year,-2.133132350396144,-1.3261848699117373,-2.2485183763214134,0.0,-1.3238497816638077,-2.526747541451415,-2.4982686253718165,-2.4503108276902883,0.0,-2.3783745012152604,0.0,-3.2947352312866847,-3.2129742594637465,1.4350941815978926,0.0,0.0,0.0,0.0,-2.940656612795616,-2.895944963989223,0.0,-1.2375333356276113,-2.8188154898608184,0.0,0.0,-2.7528414524574147,-1.7037988295208957,0.0,-2.695794953009076,0.0,-2.6089590161447744,-0.9960239231955466,-1.5788120526823655,0.0,-0.9719236733950526,0.0,0.0,0.0,-2.500567741461405,0.0,-2.4727335332646794,0.0,-0.4562454104761104,0.0,0.0,-2.4323591853585635,0.0,0.0,-0.8033788452531505,0.0,0.0,0.0,0.0,-2.2987041334896303,-2.2934098338201174,1.2942071203470167,0.0,0.0,-0.6681084039626474,0.0,0.09639037395970376,0.0,0.0,0.0,0.0,0.0,-2.127787929644268,-1.121826371405551,0.0,0.0,-1.070133137224058,-0.03566972765583633,-2.019728183786815,0.0,0.0,-0.9905818381272984,-1.9674982250142572,0.0,-1.9440392521902683,-1.937266023594842,0.0,-1.9133061246506609,-0.9098505660144415,-0.9063867107108698,0.0,0.0,-1.874831976836025,0.0,-1.8461919287921238,0.0,0.0,-0.8206568366849859,-1.81697178987713,0.0,-1.7833758206055266,0.0,0.0,0.0,-1.7643677058384422,-1.7528414524574145
people,-1.8582042659810964,-2.3142911913304838,0.0,-3.691905150939642,-2.633884197969917,-1.929891362149005,0.0,0.0,-2.3826421596958722,-1.7815183219128505,0.0,-3.282841552705431,-3.201080580882493,-1.1968683295955784,0.0,-2.093410236911635,-2.067497426503901,-0.9439227413853684,-2.9287629342143626,-0.562123190520607,0.0,-2.8106021577675135,-1.2219593105584088,0.0,-2.7562957382095967,-2.7409477738761607,0.0,-0.3619731795404597,0.0,-1.6616588640715217,0.0,0.0,-1.566918374101112,-2.547200139486607,-2.544992495534955,-2.54056704715416,0.0,-2.5069362692728796,-2.4886740628801514,0.0,-0.8758773539622695,0.0,0.0,-2.432458053313603,0.0,0.0,-2.4132218344506855,0.0,-2.376447667393053,0.0,0.0,0.0,0.0,-2.2868104549083768,-1.2815161552388636,-2.2788617017928856,-0.6938992010717295,0.0,-0.6562147253813937,-2.2329723032808264,-0.6286815416252489,0.0,0.0,0.0,0.0,0.0,0.0,-2.109932692824297,0.0,-2.0888710772964676,-1.0582394586428046,0.0,-2.0078345052055613,0.0,-1.9917148398422841,-1.9786881595460448,-0.9556045464330033,0.0,0.0,-0.34040984429243215,0.0,0.0,0.0,0.0,-0.2990887846868134,0.0,0.13706170174522886,0.0,-1.83429825021087,0.0,0.0,-0.8087631581037323,0.0,0.0,-1.771482142024273,0.0,0.0,-0.1675115265360324,0.0,0.0
mind,-2.8558137185561026,-1.7269381431843338,-1.819196651036322,0.0,-2.6314936505449227,-1.9275008147240111,-2.483984399365569,-2.436026601684041,0.0,0.0,0.0,0.04147708960692565,0.0,-1.194477782170584,-3.125353421515764,-3.0910196894866413,0.0,-1.941532193960374,0.0,-1.8816607379829757,-1.8373211989722402,0.0,0.0,-2.7747455340664637,-2.753905190784603,-1.7385572264511668,-2.689514603514648,0.0,-1.681510727002828,-2.6592683166465276,0.0,0.0,-2.564527826676118,0.0,0.0,-2.538176499729166,0.0,0.0,-0.901321014734001,-0.8828246711166116,0.0,0.0,0.0,0.0,0.0,-2.4180749593523156,-2.4108312870256916,0.0,0.0,-1.3515341033419195,0.0,-2.3054049326127184,0.0,0.0,-2.2791256078138695,-2.2764711543678917,-2.2764711543678917,-2.2658042293160356,-2.238786678677556,-2.2305817558558325,-2.211253494921411,0.0,0.0,0.0,-1.1545587719007906,0.0,-2.1135037036380204,0.0,0.0,0.0,0.0,-2.0213855016495885,-2.005443957780567,0.0,0.0,0.0,-1.9532139990080093,0.6350765194309009,0.0,0.0,-1.899021898644413,-1.899021898644413,0.0,-1.8921024847046222,0.0,-0.8781632937467487,-1.860547750829777,0.0,-1.8319077027858761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sound,-1.4311742201659592,-1.132373643351878,0.0,0.0,0.0,-2.502861316333868,-2.47438240025427,-1.104496507685379,-1.3706496131595791,-3.3544882760977135,-2.3190518795324606,-1.6858865054479817,-3.1890880343461996,-2.1848757830592853,-1.115751422404465,-3.081417690375342,0.0,0.0,-2.9167703876780693,0.12794126112832352,-2.8277191998609412,-1.7986096112312204,-1.7949292647432717,-2.7651435349551643,-2.744303191673304,-2.728955227339868,0.0,2.7204086948872317,0.0,0.0,0.0,-2.5571001987991555,-1.554925827564819,0.0,-1.5329999489986619,-2.528574500617867,-0.9369482696156998,-2.4949437227365863,0.0,0.0,0.0,-0.8544861094237268,-2.4323591853585635,0.0,-2.4180749593523156,0.0,-1.4012292879143926,-2.3939490619982347,-1.3644551208567601,0.46542281782698375,0.0,0.0,-2.2853485758642527,-0.2748179083720834,-2.269523608702571,-1.2668691552565925,0.90305584618572,0.0,-2.2291846795662567,0.0,-1.2016514958101119,0.0,0.0,-2.182060767452231,-2.1449567727894916,-2.103901704526721,0.0,-2.0979401462880043,0.0,0.0,-2.046246912106511,-1.0117835025382897,0.0,-1.9829606673725355,-0.9797222933059913,0.0,0.0,-0.940283982178956,-0.3351905263515653,-1.9133797984772951,0.0,-0.8894198995331138,-1.8859643408968947,-1.8825004855933232,0.0,0.0,-1.8509457517184782,0.0,-0.822305703674577,0.0,-0.2118081108462831,-1.7967706115674393,0.0,0.0,0.0,0.0,0.0,-1.7404814807208953,0.0,-0.1439927266187118
